App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5961000,HDR,2/20/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5963421,HDR,4/20/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5965027,PDR,9/9/2020,Approved - License Issued,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Not Applicable,10/3/2020 17:00
5964431,HDR,8/4/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,10/3/2020 17:00
5965091,HDR,9/15/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5748366,HDR,5/29/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",10/3/2020 17:00
5964828,HDR,8/26/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5962841,HDR,3/14/2020,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5957170,HDR,12/23/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5965137,HDR,9/17/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5957713,HDR,1/3/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5960988,HDR,2/19/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5956834,HDR,12/17/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,10/3/2020 17:00
5959050,HDR,1/22/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5965140,HDR,9/18/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5956950,HDR,12/19/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5965251,HDR,9/25/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5964129,HDR,7/16/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5959811,HDR,2/3/2020,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5960380,HDR,2/10/2020,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5958990,HDR,1/21/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/3/2020 17:00
5961240,HDR,2/24/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5963560,HDR,5/15/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5765828,HDR,12/14/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",10/3/2020 17:00
5961319,HDR,2/24/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5959296,HDR,1/25/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5956526,HDR,12/12/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5957181,HDR,12/23/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5963786,HDR,6/17/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,10/3/2020 17:00
5965060,HDR,9/11/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5963105,HDR,3/18/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5965171,HDR,9/21/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963140,HDR,3/19/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5959005,HDR,1/21/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5964156,HDR,7/19/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5964357,HDR,7/29/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5965302,HDR,9/28/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5964174,HDR,7/20/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5964458,HDR,8/6/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5961217,HDR,2/24/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,10/3/2020 17:00
5963884,HDR,6/25/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5964076,HDR,7/13/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5965362,HDR,10/1/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963886,HDR,6/25/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5956297,HDR,12/8/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5961566,HDR,2/27/2020,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5963335,HDR,4/1/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5965107,HDR,9/16/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5962820,HDR,3/13/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963356,HDR,4/7/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5963289,HDR,3/26/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5959011,HDR,1/22/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5958278,HDR,1/12/2020,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963866,HDR,6/24/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5956325,HDR,12/9/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5961110,HDR,2/21/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5961448,HDR,2/25/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5961394,HDR,2/25/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5962775,HDR,3/13/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5963810,HDR,6/20/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5961561,HDR,2/27/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,10/3/2020 17:00
5963618,HDR,5/26/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5960303,HDR,2/9/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5958474,HDR,1/13/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,10/3/2020 17:00
5964758,HDR,8/22/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,10/3/2020 17:00
5963796,HDR,6/18/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,10/3/2020 17:00
5963769,HDR,6/16/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5960381,HDR,2/10/2020,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963826,HDR,6/22/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/3/2020 17:00
5961814,HDR,3/2/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/3/2020 17:00
5964280,HDR,7/25/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5957430,HDR,12/30/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/3/2020 17:00
5960419,HDR,2/11/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5961393,HDR,2/25/2020,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5963813,HDR,6/21/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963009,HDR,3/17/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5960946,HDR,2/19/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5963931,HDR,6/29/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5961820,HDR,3/2/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5962122,HDR,3/5/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,10/3/2020 17:00
5961547,HDR,2/26/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5962763,HDR,3/13/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5957974,HDR,1/7/2020,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963086,HDR,3/18/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963441,HDR,4/20/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed,10/3/2020 17:00
5962653,HDR,3/11/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963548,HDR,5/13/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5959189,HDR,1/24/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5965042,HDR,9/10/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963958,HDR,7/1/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5964433,HDR,8/4/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5960690,HDR,2/16/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5964810,HDR,8/26/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5964963,HDR,9/3/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,10/3/2020 17:00
5965329,HDR,9/30/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5962320,PDR,3/8/2020,Incomplete,Not Applicable,Not Applicable,Not Applicable,Needed,Not Applicable,Not Applicable,Open items needed. Visit www.nyc.gov/tlcup for more information,10/3/2020 17:00
5961734,HDR,3/1/2020,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5965020,HDR,9/9/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,10/3/2020 17:00
5960565,HDR,2/13/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints & other items needed. Visit www.nyc.gov/tlcup,10/3/2020 17:00
5962023,HDR,3/4/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963338,HDR,4/2/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5964756,HDR,8/22/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/3/2020 17:00
5964658,HDR,8/18/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5964465,HDR,8/7/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5958224,HDR,1/10/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5959065,HDR,1/22/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5956201,HDR,12/5/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5961600,HDR,2/27/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,10/3/2020 17:00
5963792,HDR,6/18/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5963535,HDR,5/11/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5960109,HDR,2/6/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5957557,HDR,1/1/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5961060,HDR,2/20/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5960525,HDR,2/13/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5964691,HDR,8/19/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5956622,HDR,12/13/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963083,HDR,3/18/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5962484,HDR,3/10/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5963456,HDR,4/22/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5962187,HDR,3/6/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5957626,HDR,1/2/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5964126,HDR,7/16/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5957643,HDR,1/3/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963833,HDR,6/23/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5963212,HDR,3/22/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5965134,HDR,9/17/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963893,HDR,6/25/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5965139,HDR,9/17/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5959790,HDR,2/2/2020,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5964011,HDR,7/6/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,10/3/2020 17:00
5962434,HDR,3/9/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5965104,HDR,9/15/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,10/3/2020 17:00
5956960,HDR,12/19/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,10/3/2020 17:00
5957628,PDR,1/3/2020,Incomplete,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Fingerprints needed,10/3/2020 17:00
5958064,HDR,1/9/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963490,HDR,5/1/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5962854,HDR,3/15/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5958864,HDR,1/20/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5964311,HDR,7/28/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,10/3/2020 17:00
5962053,HDR,3/4/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5959602,HDR,1/29/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",10/3/2020 17:00
5959877,HDR,2/3/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5960201,HDR,2/7/2020,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5958271,HDR,1/12/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5964014,HDR,7/7/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5954901,HDR,11/14/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/3/2020 17:00
5960651,HDR,2/14/2020,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/3/2020 17:00
5960736,HDR,2/17/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5965051,HDR,9/10/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5956644,HDR,12/13/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963569,HDR,5/18/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,10/3/2020 17:00
5962460,HDR,3/10/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Copy of DMV license needed,10/3/2020 17:00
5962391,HDR,3/9/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5962393,HDR,3/9/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5957802,HDR,1/6/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5961309,HDR,2/24/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5965149,HDR,9/18/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,10/3/2020 17:00
5959290,HDR,1/25/2020,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5965082,HDR,9/14/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,10/3/2020 17:00
5958555,HDR,1/15/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5961171,HDR,2/21/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5963154,HDR,3/19/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5962655,HDR,3/11/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,10/3/2020 17:00
5964463,HDR,8/6/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963466,HDR,4/24/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,10/3/2020 17:00
5964111,HDR,7/15/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5963891,HDR,6/25/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5964286,HDR,7/26/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5958805,HDR,1/18/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5958475,HDR,1/13/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5964392,HDR,7/31/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5957875,HDR,1/7/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5964408,HDR,8/2/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5962430,HDR,3/9/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/3/2020 17:00
5963014,HDR,3/18/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5963415,HDR,4/17/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5958653,HDR,1/16/2020,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5958500,HDR,1/14/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,10/3/2020 17:00
5964868,HDR,8/29/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5962316,HDR,3/8/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5962656,HDR,3/11/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5962067,HDR,3/5/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,10/3/2020 17:00
5961396,HDR,2/25/2020,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5964555,HDR,8/11/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5961752,HDR,3/2/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5958305,HDR,1/13/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5965277,HDR,9/26/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963913,HDR,6/27/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Copy of DMV license needed,10/3/2020 17:00
